cliente_id,segmento,zona_operativa,canal_preferido,antiguedad_meses,compras_90d,ticket_promedio,reclamos_180d,costo_contacto,valor_cliente_12m,abandono_30d
1143,Frecuente,Remota,Sucursal,61,3,108.22,0,8.50,1225.30,0
1144,Premium,Sur,Sucursal,56,9,109.13,0,8.50,4175.60,0
1145,Frecuente,Sur,Digital,47,8,39.51,0,1.80,1202.44,0
1146,Inicial,Remota,Digital,2,3,52.58,1,1.80,426.97,0
1147,Frecuente,Sur,Digital,2,5,68.10,0,1.80,788.02,0
1148,Premium,Centro,Telefónico,4,11,170.89,0,4.20,9009.72,0
1149,Frecuente,Centro,Digital,4,3,47.29,0,1.80,625.93,1
1150,Inicial,Centro,Digital,8,0,26.38,2,1.80,20.00,0
1151,Premium,Centro,Digital,41,9,126.24,1,1.80,3581.56,1
1152,Frecuente,Centro,Digital,65,5,83.35,1,1.80,1103.82,0
1153,Premium,Remota,Digital,1,8,163.53,1,1.80,5722.16,1
1154,Inicial,Centro,Telefónico,24,3,43.03,0,4.20,482.40,0
1155,Inicial,Norte,Sucursal,59,4,63.83,0,8.50,988.09,0
1156,Premium,Norte,Digital,49,12,130.89,0,1.80,4028.98,0
1157,Inicial,Sur,Telefónico,23,3,42.59,0,4.20,399.03,0
1158,Premium,Remota,Telefónico,22,9,179.33,0,4.20,5169.21,0
1159,Premium,Remota,Digital,37,9,170.90,0,1.80,6560.32,0
1160,Frecuente,Norte,Digital,5,5,97.54,0,1.80,1873.21,0
1161,Frecuente,Sur,Sucursal,76,7,59.69,1,8.50,1898.13,0
1162,Frecuente,Centro,Digital,46,7,62.68,1,1.80,1177.63,0
1163,Frecuente,Remota,Sucursal,61,6,56.18,0,8.50,1336.37,0
1164,Inicial,Centro,Digital,35,3,68.28,0,1.80,465.86,0
1165,Premium,Norte,Telefónico,73,9,122.34,0,4.20,5200.16,0
1166,Frecuente,Remota,Digital,59,10,85.56,0,1.80,3846.42,0
1167,Inicial,Norte,Digital,32,3,70.18,0,1.80,550.40,0
1168,Frecuente,Norte,Telefónico,49,5,90.38,0,4.20,1890.62,0
1169,Inicial,Remota,Sucursal,37,3,9.82,0,8.50,70.29,0
1170,Premium,Centro,Digital,78,9,,0,1.80,4034.21,0
1171,Premium,Remota,Telefónico,83,9,163.03,1,4.20,3582.31,0
1172,Inicial,Sur,Digital,62,2,104.10,1,1.80,686.36,0
1173,Inicial,Remota,Sucursal,45,1,34.79,1,8.50,77.63,0
1174,Frecuente,Remota,Digital,84,3,95.56,0,1.80,1205.63,0
1175,Premium,Centro,Sucursal,58,5,134.46,0,8.50,3177.65,0
1176,Frecuente,Remota,Telefónico,11,2,84.75,1,4.20,784.59,0
1177,Premium,Remota,Digital,60,8,146.98,0,1.80,5305.08,0
1178,Frecuente,Sur,Sucursal,4,6,57.48,0,8.50,1078.73,1
1179,Premium,Centro,Sucursal,46,8,105.65,0,8.50,3034.96,0
1180,Frecuente,Remota,Telefónico,45,6,108.11,0,4.20,1838.70,0
1181,Premium,Remota,Digital,42,8,144.69,1,1.80,5201.17,0
1182,Inicial,Sur,Telefónico,39,1,40.49,0,4.20,189.11,0
1183,Inicial,Remota,Telefónico,25,0,11.39,0,4.20,20.00,0
1184,Premium,Remota,Digital,56,7,129.31,1,1.80,2428.47,0
1185,Frecuente,Norte,Sucursal,35,7,72.52,0,8.50,1479.44,0
1186,Premium,Sur,Digital,29,6,156.13,0,1.80,2216.07,0
1187,Frecuente,Remota,Sucursal,43,3,64.98,0,8.50,590.85,0
1188,Premium,Remota,Digital,22,8,126.42,0,1.80,2309.82,0
1189,Premium,Remota,Sucursal,45,11,154.87,0,8.50,7073.69,0
1190,Inicial,Norte,Sucursal,73,1,8.00,1,8.50,20.00,0
1191,Frecuente,Norte,Digital,69,7,96.15,0,1.80,1862.79,0
1192,Inicial,Norte,Sucursal,52,1,23.74,0,8.50,65.67,0
1193,Frecuente,Centro,Sucursal,82,6,51.07,0,8.50,1358.49,0
1194,Frecuente,Norte,Telefónico,23,5,70.41,0,4.20,1534.15,0
1195,Premium,Centro,Digital,84,7,147.30,0,1.80,2869.36,0
1196,Inicial,Remota,Telefónico,42,2,33.83,0,4.20,258.89,0
1197,Inicial,Remota,Sucursal,25,2,33.50,0,8.50,177.90,0
1198,Frecuente,Norte,Digital,4,8,79.12,1,1.80,1795.84,0
1199,Inicial,Remota,Digital,15,3,8.00,1,1.80,68.08,0
1200,Premium,Centro,Sucursal,53,5,187.98,0,8.50,4174.63,0
